SRR,Published,spot_numbers,read_length,URL,SRX,Strategy,Selection,Single_Paired,ILLUMINA,Instrument,SRP,Bioproject,SRS,Biosample,Species,GSM,SRA
SRR7192611,5/23/18 16:40,19508691,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192611/SRR7192611.1,SRX4109182,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324835,SAMN09233974,Medicago truncatula,GSM3148860,SRA708524
SRR7192612,5/23/18 16:40,27264285,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192612/SRR7192612.1,SRX4109183,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324836,SAMN09233973,Medicago truncatula,GSM3148861,SRA708524
SRR7192613,5/23/18 16:40,37088197,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192613/SRR7192613.1,SRX4109184,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324837,SAMN09233972,Medicago truncatula,GSM3148862,SRA708524
SRR7192614,5/23/18 16:40,30932496,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192614/SRR7192614.1,SRX4109185,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324838,SAMN09233971,Medicago truncatula,GSM3148863,SRA708524
SRR7192615,5/23/18 16:40,30191971,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192615/SRR7192615.1,SRX4109186,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324839,SAMN09233970,Medicago truncatula,GSM3148864,SRA708524
SRR7192616,5/23/18 16:40,33613609,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192616/SRR7192616.1,SRX4109187,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324852,SAMN09233969,Medicago truncatula,GSM3148865,SRA708524
SRR7192617,5/23/18 16:40,33667172,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192617/SRR7192617.1,SRX4109188,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324841,SAMN09233968,Medicago truncatula,GSM3148866,SRA708524
SRR7192618,5/23/18 16:40,30789467,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192618/SRR7192618.1,SRX4109189,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324840,SAMN09233967,Medicago truncatula,GSM3148867,SRA708524
SRR7192619,5/23/18 16:40,29838713,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192619/SRR7192619.1,SRX4109190,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324842,SAMN09233966,Medicago truncatula,GSM3148868,SRA708524
SRR7192620,5/23/18 16:40,25197113,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192620/SRR7192620.1,SRX4109191,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324843,SAMN09233965,Medicago truncatula,GSM3148869,SRA708524
SRR7192621,5/23/18 16:40,23350401,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192621/SRR7192621.1,SRX4109192,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324844,SAMN09233964,Medicago truncatula,GSM3148870,SRA708524
SRR7192622,5/23/18 16:40,30314316,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192622/SRR7192622.1,SRX4109193,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324846,SAMN09233963,Medicago truncatula,GSM3148871,SRA708524
SRR7192623,5/23/18 16:40,19219941,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192623/SRR7192623.1,SRX4109194,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324847,SAMN09234031,Medicago truncatula,GSM3148872,SRA708524
SRR7192624,5/23/18 16:40,25050479,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192624/SRR7192624.1,SRX4109195,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324848,SAMN09234030,Medicago truncatula,GSM3148873,SRA708524
SRR7192625,5/23/18 16:40,34023749,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192625/SRR7192625.1,SRX4109196,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324849,SAMN09234029,Medicago truncatula,GSM3148874,SRA708524
SRR7192626,5/23/18 16:40,19843985,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192626/SRR7192626.1,SRX4109197,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324850,SAMN09233953,Medicago truncatula,GSM3148875,SRA708524
SRR7192627,5/23/18 16:40,29528230,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192627/SRR7192627.1,SRX4109198,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324851,SAMN09233952,Medicago truncatula,GSM3148876,SRA708524
SRR7192628,5/23/18 16:40,38867086,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192628/SRR7192628.1,SRX4109199,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324853,SAMN09233951,Medicago truncatula,GSM3148877,SRA708524
SRR7192629,5/23/18 16:40,31428770,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192629/SRR7192629.1,SRX4109200,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324854,SAMN09233950,Medicago truncatula,GSM3148878,SRA708524
SRR7192630,5/23/18 16:40,12637200,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192630/SRR7192630.1,SRX4109201,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324855,SAMN09233949,Medicago truncatula,GSM3148879,SRA708524
SRR7192631,5/23/18 16:40,29105917,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7192631/SRR7192631.1,SRX4109202,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP148608,PRJNA472400,SRS3324856,SAMN09233948,Medicago truncatula,GSM3148880,SRA708524
SRR1581603,7/22/15 17:06,27741549,180,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1581603/SRR1581603.2,SRX706834,RNA-Seq,cDNA,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRP047328,PRJNA261513,SRS706252,SAMN03074605,Nicotiana attenuata,GSM1508670,SRA185326
SRR8327183,2/1/19 13:39,29106115,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8327183/SRR8327183.1,SRX5138892,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173565,PRJNA510279,SRS4150412,SAMN10601491,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-cultivars,SRA823675
SRR8327182,2/1/19 13:39,30568279,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8327182/SRR8327182.1,SRX5138893,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173565,PRJNA510279,SRS4150412,SAMN10601491,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-cultivars,SRA823675
SRR8327181,2/1/19 13:39,25979680,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8327181/SRR8327181.1,SRX5138894,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173565,PRJNA510279,SRS4150412,SAMN10601491,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-cultivars,SRA823675
SRR8327180,2/1/19 13:39,27111806,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8327180/SRR8327180.1,SRX5138895,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173565,PRJNA510279,SRS4475845,SAMN11104145,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-cultivars-T,SRA823675
SRR8327187,2/1/19 13:39,29743560,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8327187/SRR8327187.1,SRX5138888,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173565,PRJNA510279,SRS4475845,SAMN11104145,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-cultivars-T,SRA823675
SRR8327186,2/1/19 13:39,27609169,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8327186/SRR8327186.1,SRX5138889,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173565,PRJNA510279,SRS4475845,SAMN11104145,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-cultivars-T,SRA823675
SRR8327185,2/1/19 13:39,30672102,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8327185/SRR8327185.1,SRX5138890,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173565,PRJNA510279,SRS4475846,SAMN11104146,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-cultivars-ZB,SRA823675
SRR8327184,2/1/19 13:39,31684338,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8327184/SRR8327184.1,SRX5138891,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173565,PRJNA510279,SRS4475846,SAMN11104146,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-cultivars-ZB,SRA823675
SRR8327178,2/1/19 13:39,30681180,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8327178/SRR8327178.1,SRX5138897,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173565,PRJNA510279,SRS4475846,SAMN11104146,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-cultivars-ZB,SRA823675
SRR8327177,2/1/19 13:39,32297552,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8327177/SRR8327177.1,SRX5138898,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173565,PRJNA510279,SRS4475847,SAMN11104144,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-cultivars-G2501(G),SRA823675
SRR8327176,2/1/19 13:39,32171144,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8327176/SRR8327176.1,SRX5138899,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173565,PRJNA510279,SRS4475847,SAMN11104144,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-cultivars-G2501(G),SRA823675
SRR8327179,2/1/19 13:39,32824695,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8327179/SRR8327179.1,SRX5138896,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173565,PRJNA510279,SRS4475847,SAMN11104144,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-cultivars-G2501(G),SRA823675
SRR8325944,2/1/19 13:41,29183491,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8325944/SRR8325944.1,SRX5137754,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173551,PRJNA510248,SRS4149981,SAMN10600731,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-growth phases,SRA823657
SRR8325943,2/1/19 13:41,32052648,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8325943/SRR8325943.1,SRX5137755,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173551,PRJNA510248,SRS4149981,SAMN10600731,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-growth phases,SRA823657
SRR8325942,2/1/19 13:41,27160130,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8325942/SRR8325942.1,SRX5137756,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173551,PRJNA510248,SRS4149981,SAMN10600731,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-growth phases,SRA823657
SRR8325941,2/1/19 13:41,33029734,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8325941/SRR8325941.1,SRX5137757,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173551,PRJNA510248,SRS4149981,SAMN10600731,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-growth phases,SRA823657
SRR8325940,2/1/19 13:41,30602066,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8325940/SRR8325940.1,SRX5137758,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173551,PRJNA510248,SRS4149981,SAMN10600731,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-growth phases,SRA823657
SRR8325939,2/1/19 13:41,29476257,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8325939/SRR8325939.1,SRX5137759,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173551,PRJNA510248,SRS4149981,SAMN10600731,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-growth phases,SRA823657
SRR8325938,2/1/19 13:41,30499702,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8325938/SRR8325938.1,SRX5137760,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173551,PRJNA510248,SRS4149981,SAMN10600731,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-growth phases,SRA823657
SRR8325937,2/1/19 13:41,35895387,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8325937/SRR8325937.1,SRX5137761,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173551,PRJNA510248,SRS4149981,SAMN10600731,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-growth phases,SRA823657
SRR8325946,2/1/19 13:41,31620581,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8325946/SRR8325946.1,SRX5137752,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173551,PRJNA510248,SRS4149981,SAMN10600731,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-growth phases,SRA823657
SRR8325945,2/1/19 13:41,28546687,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8325945/SRR8325945.1,SRX5137753,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173551,PRJNA510248,SRS4149981,SAMN10600731,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-growth phases,SRA823657
SRR8325936,2/1/19 13:41,29728737,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8325936/SRR8325936.1,SRX5137762,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173551,PRJNA510248,SRS4149981,SAMN10600731,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-growth phases,SRA823657
SRR8325935,2/1/19 13:41,30853817,300,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR8325935/SRR8325935.1,SRX5137763,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173551,PRJNA510248,SRS4149981,SAMN10600731,Papaver somniferum,Papaver somniferum NGS Raw sequence reads-growth phases,SRA823657
SRR8325825,2/1/19 13:41,27757327,300,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR8325825/SRR8325825.1,SRX5137650,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173546,PRJNA510228,SRS4149889,SAMN10600614,Papaver somniferum,Papaver somniferum,SRA823651
SRR8325826,2/1/19 13:41,23097268,300,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR8325826/SRR8325826.1,SRX5137649,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173546,PRJNA510228,SRS4149889,SAMN10600614,Papaver somniferum,Papaver somniferum,SRA823651
SRR8325833,2/1/19 13:41,28921126,300,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR8325833/SRR8325833.1,SRX5137642,RNA-Seq,other,PAIRED,ILLUMINA,HiSeq X Ten,SRP173546,PRJNA510228,SRS4149889,SAMN10600614,Papaver somniferum,Papaver somniferum,SRA823651
SRR7153522,5/15/18 16:50,31196321,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153522/SRR7153522.1,SRX4072983,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294326,SAMN09198780,Phaseolus vulgaris,GSM3140013,SRA702218
SRR7153523,5/15/18 16:50,28252256,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153523/SRR7153523.1,SRX4072984,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294328,SAMN09198779,Phaseolus vulgaris,GSM3140014,SRA702218
SRR7153524,5/15/18 16:50,59123022,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153524/SRR7153524.1,SRX4072985,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294335,SAMN09198778,Phaseolus vulgaris,GSM3140015,SRA702218
SRR7153525,5/15/18 16:50,27720600,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153525/SRR7153525.1,SRX4072986,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294332,SAMN09198777,Phaseolus vulgaris,GSM3140016,SRA702218
SRR7153526,5/15/18 16:50,30715020,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153526/SRR7153526.1,SRX4072987,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294331,SAMN09198776,Phaseolus vulgaris,GSM3140017,SRA702218
SRR7153527,5/15/18 16:50,28088475,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153527/SRR7153527.1,SRX4072988,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294329,SAMN09198775,Phaseolus vulgaris,GSM3140018,SRA702218
SRR7153528,5/15/18 16:50,25500692,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153528/SRR7153528.1,SRX4072989,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294334,SAMN09198774,Phaseolus vulgaris,GSM3140019,SRA702218
SRR7153529,5/15/18 16:50,29499257,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153529/SRR7153529.1,SRX4072990,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294333,SAMN09198773,Phaseolus vulgaris,GSM3140020,SRA702218
SRR7153530,5/15/18 16:50,14093915,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153530/SRR7153530.1,SRX4072991,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294336,SAMN09198834,Phaseolus vulgaris,GSM3140021,SRA702218
SRR7153531,5/15/18 16:50,55097998,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153531/SRR7153531.1,SRX4072992,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294337,SAMN09198833,Phaseolus vulgaris,GSM3140022,SRA702218
SRR7153532,5/15/18 16:50,32579888,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153532/SRR7153532.1,SRX4072993,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294340,SAMN09198832,Phaseolus vulgaris,GSM3140023,SRA702218
SRR7153533,5/15/18 16:50,30152261,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153533/SRR7153533.1,SRX4072994,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294339,SAMN09198830,Phaseolus vulgaris,GSM3140024,SRA702218
SRR7153534,5/15/18 16:50,17014712,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153534/SRR7153534.1,SRX4072995,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294338,SAMN09198829,Phaseolus vulgaris,GSM3140025,SRA702218
SRR7153535,5/15/18 16:50,26061252,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153535/SRR7153535.1,SRX4072996,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294377,SAMN09198828,Phaseolus vulgaris,GSM3140026,SRA702218
SRR7153536,5/15/18 16:50,20731177,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153536/SRR7153536.1,SRX4072997,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294341,SAMN09198827,Phaseolus vulgaris,GSM3140027,SRA702218
SRR7153537,5/15/18 16:50,39432695,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153537/SRR7153537.1,SRX4072998,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294342,SAMN09198826,Phaseolus vulgaris,GSM3140028,SRA702218
SRR7153538,5/15/18 16:50,32880184,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153538/SRR7153538.1,SRX4072999,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294343,SAMN09198825,Phaseolus vulgaris,GSM3140029,SRA702218
SRR7153539,5/15/18 16:50,48737202,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153539/SRR7153539.1,SRX4073000,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294344,SAMN09198824,Phaseolus vulgaris,GSM3140030,SRA702218
SRR7153540,5/15/18 16:50,31038483,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153540/SRR7153540.1,SRX4073001,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294381,SAMN09198823,Phaseolus vulgaris,GSM3140031,SRA702218
SRR7153541,5/15/18 16:50,34238855,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153541/SRR7153541.1,SRX4073002,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294380,SAMN09198822,Phaseolus vulgaris,GSM3140032,SRA702218
SRR7153542,5/15/18 16:50,22302245,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153542/SRR7153542.1,SRX4073003,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294346,SAMN09198821,Phaseolus vulgaris,GSM3140033,SRA702218
SRR7153543,5/15/18 16:50,27279903,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153543/SRR7153543.1,SRX4073004,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294348,SAMN09198820,Phaseolus vulgaris,GSM3140034,SRA702218
SRR7153544,5/15/18 16:50,23939906,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153544/SRR7153544.1,SRX4073005,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294347,SAMN09198819,Phaseolus vulgaris,GSM3140035,SRA702218
SRR7153545,5/15/18 16:50,26529785,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153545/SRR7153545.1,SRX4073006,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294349,SAMN09198818,Phaseolus vulgaris,GSM3140036,SRA702218
SRR7153546,5/15/18 16:50,33331041,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153546/SRR7153546.1,SRX4073007,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294385,SAMN09198817,Phaseolus vulgaris,GSM3140037,SRA702218
SRR7153547,5/15/18 16:50,10097562,126,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7153547/SRR7153547.1,SRX4073008,RNA-Seq,cDNA,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRP145531,PRJNA471093,SRS3294350,SAMN09198816,Phaseolus vulgaris,GSM3140038,SRA702218
